url	pmid	exclude	study	first_author	strain	year	species	cohort	roa	roa_details	n	n_endpoint	n_intercurrent	endpoint	mean_mpi	sd_mpi	range_mpi	animal_comments	cohort_id	year5bin	n_censored	endpointx	roa_group	strain_group	row	dup_status
https://pubmed.ncbi.nlm.nih.gov/25090610/	25090610	exclude	Foodborne Transmission of Bovine Spongiform Encephalopathy to Non-Human Primates Results in Preclinical Rapid-Onset Obesity	Strom, A.	BSE	2014	Cynomolgus macaque (Macaca fascicularis)	2	oral		6	4	2	symptom onset	56.7	4.5	51.6-62.4	oral BSE infection, 5 g dose, exposed on a single occasion	25090610-2	2010	0	2	oral	BSE/vCJD	184	duplicate
https://pubmed.ncbi.nlm.nih.gov/25090610/	25090610	exclude	Foodborne Transmission of Bovine Spongiform Encephalopathy to Non-Human Primates Results in Preclinical Rapid-Onset Obesity	Strom, A.	BSE	2014	Cynomolgus macaque (Macaca fascicularis)	3	oral		3	3	0	symptom onset	50.6	9.6	44.4-63.6	oral BSE infection, 16 g dose, exposed on a single occasion	25090610-3	2010	0	2	oral	BSE/vCJD	185	duplicate
https://pubmed.ncbi.nlm.nih.gov/25090610/	25090610	exclude	Foodborne Transmission of Bovine Spongiform Encephalopathy to Non-Human Primates Results in Preclinical Rapid-Onset Obesity	Strom, A.	BSE	2014	Cynomolgus macaque (Macaca fascicularis)	4	oral		3	0	3	symptom onset			n/a	oral BSE infection, cumulative dose of 8, 10 or 16 g BSE	25090610-4	2010	0	2	oral	BSE/vCJD	186	duplicate
https://pubmed.ncbi.nlm.nih.gov/25090610/	25090610	include	Foodborne Transmission of Bovine Spongiform Encephalopathy to Non-Human Primates Results in Preclinical Rapid-Onset Obesity	Strom, A.	BSE	2014	Cynomolgus macaque (Macaca fascicularis)	5	oral		4	4	0	histology			n/a	oral BSE infection, 5 g dose; Animals were euthanized during the preclinical phase	25090610-5	2010	0	1	oral	BSE/vCJD	187	unique
https://pubmed.ncbi.nlm.nih.gov/25154296/	25154296	include	Blood Reference Materials From Macaques Infected With Variant Creutzfeldt-Jakob Disease Agent	McDowell, K.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	1	multiple	im/ip/iv	4	3	0	terminal prion disease	28.67	0.58	28-29		25154296-1	2015	1	3	multiple	BSE/vCJD	188	unique
https://pubmed.ncbi.nlm.nih.gov/25154296/	25154296	include	Blood Reference Materials From Macaques Infected With Variant Creutzfeldt-Jakob Disease Agent	McDowell, K.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	1	multiple	im/ip/iv	4	3	1	symptom onset	25.67	2.3	23-27	inoculated im, ip, and iv	25154296-1	2015	0	2	multiple	BSE/vCJD	189	duplicate
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	TME → Cattle 	2013	Cynomolgus macaque (Macaca fascicularis)	1	ic		1	1	0	terminal prion disease	23		n/a		25437205-1	2010	0	3	ic	other	190	unique
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	TME → Cattle 	2013	Cynomolgus macaque (Macaca fascicularis)	1	ic		1	1	0	symptom onset	19.5		n/a		25437205-1	2010	0	2	ic	other	191	duplicate
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	TME → Raccoon	2013	Cynomolgus macaque (Macaca fascicularis)	2	ic		1	1	0	terminal prion disease	18		n/a		25437205-2	2010	0	3	ic	other	192	unique
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	TME → Raccoon	2013	Cynomolgus macaque (Macaca fascicularis)	2	ic		1	1	0	symptom onset	11.5		n/a		25437205-2	2010	0	2	ic	other	193	duplicate
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	BSE [L-BSE]	2013	Cynomolgus macaque (Macaca fascicularis)	3	ic		2	2	0	terminal prion disease	25.5	0.7	25-26		25437205-3	2010	0	3	ic	BSE/vCJD	194	unique
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	BSE [L-BSE]	2013	Cynomolgus macaque (Macaca fascicularis)	3	ic		2	2	0	symptom onset	20.75	1.1	21.5-20		25437205-3	2010	0	2	ic	BSE/vCJD	195	duplicate
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	BSE	2013	Cynomolgus macaque (Macaca fascicularis)	4	ic		3	3	0	terminal prion disease	63.3	27.1	40-93		25437205-4	2010	0	3	ic	BSE/vCJD	196	unique
https://pubmed.ncbi.nlm.nih.gov/25437205/	25437205	include	Evaluation of the Zoonotic Potential of Transmissible Mink Encephalopathy	Comoy, E.	BSE	2013	Cynomolgus macaque (Macaca fascicularis)	4	ic		3	3	0	symptom onset	59.3	23.8	38-85	animals D8 captured in Comoy 2017	25437205-4	2010	0	2	ic	BSE/vCJD	197	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	BSE → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	1	iv		5	5	0	terminal prion disease	36.4	9.9	35-58		25647476-1	2015	0	3	iv	BSE/vCJD	198	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	BSE → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	1	iv		5	5	0	symptom onset	37.6	6.1	32-46	cohort previously listed in Comoy 2017; inoculation source: BSE →  macaque (infected via oral route)	25647476-1	2015	0	2	iv	BSE/vCJD	199	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	2	iv		6	5	0	terminal prion disease	40.8	5.8	37-51		25647476-2	2015	1	3	iv	BSE/vCJD	200	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	2	iv		6	5	1	symptom onset	34	6.9	28-46	cohort previously listed in Comoy 2017; inoculation source: vCJD → macaque (infected via ic); the one animal lost to intercurrent illness was due to myelopathic syndrome, which is not a putative manifestation of prion infection. The animal was positive for the presence of PrPres. Incubation (mpi): 42, Terminal prion disease (mpi): 45.	25647476-2	2015	0	2	iv	BSE/vCJD	201	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	BSE → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	3	iv		3	1	0	terminal prion disease	52		n/a		25647476-3	2015	2	3	iv	BSE/vCJD	202	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	BSE → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	3	iv		3	1	2	symptom onset	50		n/a	cohort previously listed in Comoy 2017; BSE → Cynomolgus macaque (non-filtered L-RBCC); the two animals lost to intercurrent illness was due to myelopathic syndrome, which is not a putative manifestation of prion infection. Incubation (mpi): 30, 31. Terminal prion disease (mpi): 32, 33.	25647476-3	2015	0	2	iv	BSE/vCJD	203	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	BSE → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	4	iv		3	0	0	symptom onset			n/a	cohort previously listed in Comoy 2017; BSE → Cynomolgus macaque (filtered L-RBCC)	25647476-4	2015	3	2	iv	BSE/vCJD	204	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	5	iv		2	1	0	terminal prion disease	48		n/a		25647476-5	2015	1	3	iv	BSE/vCJD	205	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	5	iv		2	1	1	symptom onset	43		n/a	cohort previously listed on Comoy 2017; vCJD → Cynomolgus macaque (non-filtered L-RBCC); the one animal lost to intercurrent illness was due to myelopathic syndrome, which is not a putative manifestation of prion infection. Incubation (mpi): 40. Terminal prion disease (mpi): 43.; animals R3, R4, R5	25647476-5	2015	0	2	iv	BSE/vCJD	206	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	6	iv		1	1	0	terminal prion disease	61		n/a		25647476-6	2015	0	3	iv	BSE/vCJD	207	duplicate
https://pubmed.ncbi.nlm.nih.gov/25647476/	25647476	exclude	Evaluation of the Protection of Primates Transfused With Variant Creutzfeldt-Jakob Disease-Infected Blood Products Filtered With Prion Removal Devices: A 5-year Update	Lescoutra-Etchegaray, N.	vCJD → Cynomolgus macaque	2015	Cynomolgus macaque (Macaca fascicularis)	6	iv		1	1	0	symptom onset	60		n/a	cohort previously listed on Comoy 2017; vCJD → Cynomolgus macaque (filtered L-RBCC)	25647476-6	2015	0	2	iv	BSE/vCJD	208	duplicate
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	1	oral		5	5	0	symptom onset	56.6	3.9	52-62	fed brain tissue obtained from cows with BSE on a single occasion (5g)	25895987-1	2015	0	2	oral	BSE/vCJD	209	unique
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	2	oral		3	3	0	symptom onset	54	9.6	44.4-63.6	fed brain tissue obtained from cows with BSE on a single occasion (16g)	25895987-2	2015	0	2	oral	BSE/vCJD	210	unique
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	3	oral		7	7	0	histology			n/a	fed brain tissue obtained from cows with BSE on a single occasion (5g)	25895987-3	2015	0	1	oral	BSE/vCJD	211	unique
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	4	oral		1	0	0	symptom onset			n/a	fed brain tissue obtained from cows with BSE on multiple occasions (8g total)	25895987-4	2015	1	2	oral	BSE/vCJD	212	unique
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	5	oral		1	0	0	symptom onset			n/a	fed brain tissue obtained from cows with BSE on multiple occasions (10g total)	25895987-5	2015	1	2	oral	BSE/vCJD	213	unique
https://pubmed.ncbi.nlm.nih.gov/25895987	25895987	include	Foodborne-Transmitted Prions From the Brain of Cows With Bovine Spongiform Encephalopathy Ascend in Afferent Neurons to the Simian Central Nervous System and Spread to Tonsils and Spleen at a Late Stage of the Incubation Period	Holznagel E	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	6	oral		1	0	0	symptom onset			n/a	fed brain tissue obtained from cows with BSE on multiple occasions (16g total)	25895987-6	2015	1	2	oral	BSE/vCJD	214	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	1	ic		4	4	0	terminal prion disease			34-37	inoculated with 100mg BSE	26123044-1	2015	0	3	ic	BSE/vCJD	215	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	10	oral		6	0	0	terminal prion disease			n/a	inoculated orally with 500mg BSE	26123044-10	2015	6	3	oral	BSE/vCJD	216	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE [L-BSE]	2015	Cynomolgus macaque (Macaca fascicularis)	11	ic		1	1	0	terminal prion disease	26		n/a	inoculated with 25mg L-BSE	26123044-11	2015	0	3	ic	BSE/vCJD	217	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE [L-BSE]	2015	Cynomolgus macaque (Macaca fascicularis)	12	ic		2	2	0	terminal prion disease	24.5	0.7	24-25	inoculated with 20mg L-BSE	26123044-12	2015	0	3	ic	BSE/vCJD	218	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE [L-BSE]	2015	Cynomolgus macaque (Macaca fascicularis)	13	multiple	ic/intratonsilar	1	1	0	terminal prion disease	25		n/a	inoculated with 2.5mg L-BSE via ic and an additional 8mg via intratonsilar	26123044-13	2015	0	3	multiple	BSE/vCJD	219	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	Scrapie	2015	Cynomolgus macaque (Macaca fascicularis)	14	ic		1	1	0	terminal prion disease	118		n/a	inoculated with 25mg Scrapie	26123044-14	2015	0	3	ic	other	220	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	Scrapie [Nor98]	2015	Cynomolgus macaque (Macaca fascicularis)	15	multiple	ic/intratonsilar	1	0	0	terminal prion disease			n/a	inoculated with 40mg intracerebral and an additional 8mg via intratonsilar	26123044-15	2015	1	3	multiple	other	221	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	CWD (Mule deer) → Cattle	2015	Cynomolgus macaque (Macaca fascicularis)	16	multiple	ic/intratonsilar	1	0	0	terminal prion disease			n/a	inoculated with 40mg intracerebral and an additional 8mg via intratonsilar	26123044-16	2015	1	3	multiple	CWD	222	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	CWD (White-tailed deer) → Cattle	2015	Cynomolgus macaque (Macaca fascicularis)	17	multiple	ic/intratonsilar	1	0	0	terminal prion disease			n/a	inoculated with 40mg intracerebral and an additional 8mg via intratonsilar	26123044-17	2015	1	3	multiple	CWD	223	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	CWD (White-tailed deer)	2015	Cynomolgus macaque (Macaca fascicularis)	18	multiple	ic/intratonsilar	1	0	0	terminal prion disease			n/a	inoculated with 40mg intracerebral and an additional 8mg via intratonsilar	26123044-18	2015	1	3	multiple	CWD	224	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE [H-BSE]	2015	Cynomolgus macaque (Macaca fascicularis)	19	ic		1	0	0	terminal prion disease			n/a		26123044-19	2015	1	3	ic	BSE/vCJD	225	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	2	ic		6	6	0	terminal prion disease	39	7.9	31-49	inoculated with 50mg BSE	26123044-2	2015	0	3	ic	BSE/vCJD	226	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	3	ic		3	3	0	terminal prion disease	44	13.3	35-59	inoculated with 20mg BSE	26123044-3	2015	0	3	ic	BSE/vCJD	227	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	4	ic		4	3	0	terminal prion disease			47-93	inoculated with 0.5mg BSE	26123044-4	2015	1	3	ic	BSE/vCJD	228	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	5	ic		3	1	0	terminal prion disease	85		n/a	inoculated with 0.05mg BSE	26123044-5	2015	2	3	ic	BSE/vCJD	229	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	include	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	6	ic		4	0	0	terminal prion disease			n/a	inoculated with 0.005mg BSE	26123044-6	2015	4	3	ic	BSE/vCJD	230	unique
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	7	oral		2	2	0	terminal prion disease	49	7.1	44-54	inoculated orally with 16g BSE; note: Comoy excluded animal S8 with a survival period of 5.3 years (63.6 m) without apparent reason	26123044-7	2015	0	3	oral	BSE/vCJD	231	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	8	oral		5	5	0	terminal prion disease	56.6	3.9	52-62	inoculated orally with 5g BSE	26123044-8	2015	0	3	oral	BSE/vCJD	232	duplicate
https://pubmed.ncbi.nlm.nih.gov/26123044/	26123044	exclude	Transmission of Scrapie Prions to Primate After an Extended Silent Incubation Period	Comoy, E.	BSE	2015	Cynomolgus macaque (Macaca fascicularis)	9	oral		2	1	0	terminal prion disease	63		n/a	inoculated orally with 5g BSE	26123044-9	2015	1	3	oral	BSE/vCJD	233	duplicate
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	1	ic		4	4	0	symptom onset	29.3	4.3	24-34	10^-1 brain homogenate dilution	26594017-1	2015	0	2	ic	BSE/vCJD	234	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	10	iv		2	0	0	symptom onset			n/a	vCJD buffy coat undiluted 	26594017-10	2015	2	2	iv	BSE/vCJD	235	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	11	multiple	ic/iv	3	0	0	symptom onset			n/a	vCJD plasma undiluted 	26594017-11	2015	3	2	multiple	BSE/vCJD	236	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	12	iv		2	0	0	symptom onset			n/a	vCJD buffy coat undiluted 	26594017-12	2015	2	2	iv	BSE/vCJD	237	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	13	multiple	ic/iv	3	0	0	symptom onset			n/a	vCJD plasma undiluted 	26594017-13	2015	3	2	multiple	BSE/vCJD	238	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	14	iv		2	0	0	symptom onset			n/a	vCJD buffy coat undiluted 	26594017-14	2015	2	2	iv	BSE/vCJD	239	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	sCJD	2016	Squirrel monkey (Saimiri sciureus)	15	multiple	ic/iv	3	0	0	symptom onset			n/a	sCJD plasma undiluted 	26594017-15	2015	3	2	multiple	CJD	240	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	sCJD	2016	Squirrel monkey (Saimiri sciureus)	16	multiple	ic/iv	3	0	0	symptom onset			n/a	sCJD buffy coat undiluted 	26594017-16	2015	3	2	multiple	CJD	241	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	2	ic		4	4	0	symptom onset	38.5	6.9	33-48	10^-2 brain homogenate dilution	26594017-2	2015	0	2	ic	BSE/vCJD	242	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	3	ic		2	1	0	terminal prion disease	62		n/a		26594017-3	2015	1	3	ic	BSE/vCJD	243	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	3	ic		2	1	1	symptom onset	38		n/a	10^-5 brain homogenate dilution	26594017-3	2015	0	2	ic	BSE/vCJD	244	duplicate
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	4	ic		4	0	0	symptom onset			n/a	10^-7 brain homogenate dilution	26594017-4	2015	4	2	ic	BSE/vCJD	245	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	sCJD	2016	Squirrel monkey (Saimiri sciureus)	5	ic		4	4	0	symptom onset	22.8	2.2	20-25	10^-1 brain homogenate dilution	26594017-5	2015	0	2	ic	CJD	246	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	sCJD	2016	Squirrel monkey (Saimiri sciureus)	6	ic		4	4	0	symptom onset	26.3	2.6	24-29	10^-3 brain homogenate dilution	26594017-6	2015	0	2	ic	CJD	247	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD →  Squirrel monkey	2016	Squirrel monkey (Saimiri sciureus)	7	iv		4	0	1	symptom onset			n/a	infected squirrel monkey whole blood, udilutd every 3 months	26594017-7	2015	3	2	iv	BSE/vCJD	248	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	sCJD →  Squirrel monkey	2016	Squirrel monkey (Saimiri sciureus)	8	iv		4	0	0	symptom onset			n/a	infected squirrel monkey whole blood, udilutd every 3 months	26594017-8	2015	4	2	iv	CJD	249	unique
https://pubmed.ncbi.nlm.nih.gov/26594017	26594017	include	Blood transmission studies of prion infectivity in the squirrel monkey (Saimiri sciureus): the Baxter study	Ritchie DL	vCJD	2016	Squirrel monkey (Saimiri sciureus)	9	multiple	ic/iv	3	0	1	symptom onset			n/a	vCJD plasma undiluted 	26594017-9	2015	2	2	multiple	BSE/vCJD	250	unique
https://pubmed.ncbi.nlm.nih.gov/26802462	26802462	include	L-Arginine ethylester enhances in vitro amplification of PrP(Sc) in macaques with atypical L-type bovine spongiform encephalopathy and enables presymptomatic detection of PrP(Sc) in the bodily fluids	Murayama Y	BSE [L-BSE] → Cynomolgus macaque	2016	Cynomolgus macaque (Macaca fascicularis)	1	ic		2	2	0	symptom onset	23.5	0.7	23-24	brain homogenate (200uL of a 10% brain homogenate) derived from an L-BSE prion-infected macaque (#15)	26802462-1	2015	0	2	ic	BSE/vCJD	251	unique
